app,rating,title,content,version,author
平安好医生,1,不停地给你推送垃圾软文，把推送关了还是流氓一样的发过来,平安系都是这么死皮赖脸么？跟卖保险、招聘时候一副嘴脸。,8.40.0,橘子蘸大酱
平安好医生,1,垃圾,要什么没什么,8.33.0,147852695呢
平安好医生,1,收费贵,越做越不行,8.33.0,：@hyqzhwo
平安好医生,1,垃圾,垃圾,8.30.0,65352877
平安好医生,1,被卖保险的骗来下载了,保险自动扣费，还说这个软件能退保。打开根本不是。骗下载量的🔥🔥🔥🔥🔥,8.30.0,冯子敬
平安好医生,1,垃圾,1星都嫌多,8.25.0,elisa20190101
平安好医生,1,垃圾一直让更新，刚下就更新什么玩意,别下更新去s,8.21.0,不更新的家伙
平安好医生,1,垃圾，一打开就闪退,没法扫一扫，找客服也没法上传截图，真的垃圾，一打开就闪退,8.20.0,巴拉巴拉珊
平安好医生,5,疫情期间很方便,yyds,8.18.0,蓝毗尼是世界上最美好
平安好医生,1,从5星到负分，平安做到了…,孩子出生时签约的梁医生特别好，我写了很多好评和感谢。梁医生离职/转岗后，就没有分配到这样认真负责的医生了。在平安买的两张半年卡，一张还没有激活就过期了（无法退款），另一张激活后无法签约医生，给客服留言也不解决，10天过去了0回话。平安是如何从一个5星平台变成我心目中负分平台的？,8.16.0,Rina_yu
平安好医生,1,月卡自动续费关不了,坑,8.16.0,御剑阁
平安好医生,1,App内不支持直接保险理赔,之前可以的，突然不行了，跳转微信小程序或者要另下平安健康保险app，十分垃圾。,8.16.0,戴帽子先生
平安好医生,1,垃圾公司，垃圾领导,做的东西不考虑用户体验吗？能不能问问用户到底需要什么？,8.15.0,长袜子皮皮乐
平安好医生,1,垃圾 还收费,不管干吗都收费 垃圾,8.14.0,垃圾淘宝 必玩意儿
平安好医生,2,垃圾平安，软件及其卡顿,点投保卡半天，算了我去人保投,8.13.0,一劫倾城
平安好医生,1,这个app真的是不行,没有免费医生就诊，只会匹配医生，要钱的那种，如果可以上传照片，一定要曝光，不拿药就不会退钱，呵呵了我，这样要我怎么说，吴华翠医生：您没有购买药物，所以不需要给您退钱。难道不是强卖钱买？真的是谢谢了，无语😓这个app 好评都是平安医院自己弄的，又置顶无语，真的OK,8.12.0,🤔啊大欣
平安好医生,1,最恶习最垃圾的app,小台子小格局这辈子都起不来,8.8.0,平安健康早日下架
平安好医生,1,界面丑，服务差,一星都不想给，界面丑也就罢了，一个药箱送了半年都没有送到，打脸么？留的客服电话永久打不通，找平安官方电话就说7天内有回复联系的忽悠，结果是几个月都没有吱声！,8.6.0,平安健康被坑用户
平安好医生,1,垃圾软件，垃圾公司,垃圾 根本不是医生本人在问诊，全是假的客服，挂了一个医生的名字！,8.5.0,番茄小弟
平安好医生,1,纯纯恶心人，各种误导消费,这个真的纯纯的恶心人，各种误导消费,8.3.0,earnest认真
平安好医生,1,地理位置授权失败,啥原因？授予了位置权限的？,8.3.0,多咯莫
平安好医生,1,差,真的系统优化差的没话讲 我在线问诊不管怎么样永远只能收到医生的消息 我消息永远发不过去就把时间耗完 不是网络问题 就是我办法发消息,8.3.0,jinjiachen1274929
平安好医生,1,让我念数字数字不显示 根本打不开app,不好用,8.2.0,秋秋中秋
平安好医生,1,垃圾，打都打不开,垃圾，根本打不开,8.2.0,妮妮123465728
平安好医生,1,超级烂的服务和功能,买了个体检一千多，包含的权益没法用，客服也态度不行,8.1.0,好评，没的话讲
平安好医生,1,差,15分钟问不清楚，就给你开药，慌慌忙忙交了200块钱，开的药也不及时说副作用，15分钟还包括你付款买药的时间，都来不及问清楚，结果药来了，副作用超级大的药没敢吃丢了,8.0.0,12596邻居哈佛是咯
平安好医生,1,bug太多,Bug太多，金豆活动都收不了豆！,7.47.0,渣浪中的浪货
平安好医生,1,下架算了，垃圾app,如题，用了就想退保的app,7.46.0,可乐冰红茶
平安好医生,1,无耻,很无耻的app一个金豆明明得到了才几个都能收回无耻,7.46.0,平安武小平
平安好医生,1,关联不了保单,点击我的保险单，弹提示“北京用户中心授权失败。”买保险时候说的不限次视频问诊就不能用了。问客服人员就会来回踢皮球。,7.46.0,愤怒的乘客#
平安好医生,1,垃圾,我不明白为什么看尿检结果你要给我匹配男科医生，最后一次用，垃圾，一星都多！,7.45.0,啊12345678901
平安好医生,1,写的免费进去就收钱,无语的软件,7.45.0,都在心情好书画社额
平安好医生,1,骗子,骗子,7.45.0,maxiao318
平安好医生,1,平安健康应用中无法打开手环的来电提醒功能,明明在应用中打开了来电提醒消息提醒功能，然而，一退出页面就自动给关掉提醒设置。,7.45.0,晕乎123456789
平安好医生,5,我觉得这款软件很好用，里面绑定的医生很靠谱,小孩儿才出生就买了私人医生，一路陪着我走了过来，很感谢有这个平台，有李主任陪着我，缓解了我许多育儿焦虑，很推荐使用。我绑定的李玉杰医生。靠谱。,7.45.0,Skybeer
平安好医生,1,垃圾,垃圾垃圾垃圾,7.45.0,真狠。
平安好医生,1,平安健康这种app都可以上架，搞死人吗？,打开个App，点了半天没反应，还在线，如果可以选择负星，我第一个选负五星。赶紧下架吧。,7.45.0,我真的不想说2021
平安好医生,1,收费贵,最早使用app时，有免费问诊，问题得到解决还会打赏医生，现在取消免费问诊了，那么没关系，问诊费高于医院挂号费。在线医生资质难免有不合格和虚夸介绍，请问，问诊费这么高，问题没有解决或者因医生失误导致更严重，你们负这个责任吗？搞笑,7.45.0,宅起来不会无聊的一款
平安好医生,1,登录密码错误,昨天刚注册设置的密码，保存到苹果钥匙串中，今天登录竟然密码错误，死活登录不了，有时候验证码都发不出来，这锅该让你们测试背了,7.44.0,jimmylot
平安好医生,1,轻易不评论 真的差,如果可以的话 连半星都不想打 这款不成熟的软件 让人很抓狂 1.反应迟钝 打不开 页面卡顿无反应 2.提供的服务限制性强  伪安全性和低服务化 体验感极差 毫无人性化可言 3.投诉反馈后无改善,7.44.0,三七多少钱一斤
平安好医生,1,根本用不克,苹果机子根本用不了，进去就得好几分钟，进去了就一直卡，重新下载和重启都没有用，什么也做不了，太垃圾了,7.44.0,洛粒塔
平安好医生,1,这一款App问题还是很明显,平安健康App有一个健康信用跑步是提升健康信用一个有效的手段，但是他在记录跑步距离的时候存在bug，跑完5公里，以后得不到信用提升。这个问题在我这里已经出现两三次了，很麻烦考完了以后辛苦的付出没有得到回报，就不想再用了，想卸载。感觉平安，最近做产品很不用心，也许这就是股价腰斩的原因。股价暴跌，说明一个公司内部出了严重的问题，问题的产生往往是从高管开始的，平安的领导们长点心吧。,7.43.0,保护我方江海涛涛
平安好医生,1,不能用,不能用，打开这个软件手机发烫卡死了,7.43.0,我去起个昵称真难
平安好医生,1,很卡,每次打开软件导致手机变卡,7.43.0,张世桀
平安好医生,1,差到离谱,什么产品，东西又乱又多，要用啥要找半天，产品经理不知道干什么吃的，现在要使用里面的功能又要下新的app，你们找不到事做多优化不行么，下这么多软件原来集成过来干嘛,7.43.0,justin猪猪
平安好医生,2,打不开,垃圾APP一直转，打不开,7.43.0,难道就是大喊大叫
平安好医生,1,卡死，主页面无法加载，我的无法加载,主菜单点不了。苹果6S，版本号15.0.2。中国移动。wifi和移动数据下都加载不了，网络设置没问题，其他app好用,7.43.0,hehehehe198819881988
平安好医生,1,总打不开,什么app呀！总打不开，各种问题，太不好用啦！,7.43.0,J o y ha p p y
平安好医生,5,强烈推荐使用,自从更名为平安健康后，功能丰富不少，建议推荐亲戚朋友使用,7.43.0,徐佐
平安好医生,5,医生认真负责,一直在用的app，买的私家医生权益卡，我的私家医生挺负责的，必须要给个好评,7.43.0,Yamimei
平安好医生,5,非常好用的App,平安健康App很好用，下载后绑定了私人医生，医生服务很周到，App个性推荐，商城东西也很划算，强烈推荐！！！,7.43.0,霜穎
平安好医生,1,差劲,很差的一款app客服还不理你,7.42.0,张伦平
平安好医生,1,软件卡得要死,几个月前，软件进入很快，现在超级难，很卡很卡。越来越垃圾。不是买药，归才装这软件，超卡,7.42.0,lihu556688
平安好医生,2,更新后发现玩不转这个APP了,现在的APP感觉花里胡哨的，更新之前还可以看懂，更新后发现不会玩了。还有商品兑换也不行了。就不能更新一点实用的东西吗。我开了超省年费会员，大半年过去了，就用过两次，都是一些无用的东西，悼心情,7.42.0,现在太不懂事
平安好医生,1,流氓软件,app有问题，安装后整个手机都动不了，感觉很危险⚠️，慎重安装,7.42.0,5415415444
平安好医生,1,提现,提现额度100多，提了10次，一直失败，给不起？商城的东西贵，而且质量还垃圾，平安真缺德，还坑，垃圾玩意,7.42.0,（^_^）猪头
平安好医生,1,卡的APP我见过，卡成这样的，独一份！,什么叫不动？一动不动？这个APP就叫一动不动！,7.41.1,哈哈的松鼠
平安好医生,1,使用过最差的aop,很差的app,7.41.0,从不评论的过客，实在忍不了
平安好医生,1,太卡了,这不知道是哪个外包公司做的，我打开软件的时候itouch都卡死了，我打开京东天猫一起都没事，这软件就预约下体检竟然能把我手机卡死，而且每次打开都这样,7.41.0,下雨天不睡
平安好医生,1,反应很慢，闪退,反应很慢，闪退,7.41.0,MARYCBO
平安好医生,1,产品经理看过来,提个需求：保险报案能不能自动保存银行卡号？什么时候实现什么时候改5星好评,7.41.0,地铁如风
平安好医生,2,卡卡卡,这个应用真的特别卡，每个页面都是，访问的火大,7.40.0,好的欧克
平安好医生,1,续个保险还只能下这个app，一分没商量,续个保险还只能下这个app，太流氓了，给你一分,7.40.0,FDxiaoA
平安好医生,1,垃圾app,买车险送个药诊卡，一用就让你一会短信验证，一会身份证认证，过几天去用，又要你身份证验证，没见过这么垃圾的软件,7.40.0,sargeraschen
平安好医生,1,垃圾售后,垃圾,7.40.0,丌錷
平安好医生,2,很卡这个APP,太卡了,7.40.0,3555469845
平安好医生,1,太卡了，打开几次会导致系统卡死,太卡了，打开几次会导致系统卡死，什么时候优化，用的7p,7.40.0,舊城空梦
平安好医生,1,卡,卡得要s了，根本用不了,7.40.0,a阿斯顿发
平安好医生,1,无法使用,2021.10月底进入后无任何显示，一片空白，点击刷新无果，后来会卡死，试了三个手机都是如此,7.40.0,慵懒小芥末
平安好医生,1,卡的不行，不好用,这款“平安健康”app卡的要死，能把问题解决了再发布吗？还是之前的“平安健康保险”app好用，这款更新那么多次，问题还是没解决,7.39.2,都是空白的
平安好医生,1,超卡,垃圾,7.39.2,怎么所有昵称都被人使用
平安好医生,3,app问题,你们的app不知道是不是对网络要求太高还是对手机本身要求高质量，总有无法刷新问题，麻烦你们完善一下本身app漏洞问题.,7.39.2,sudksnsskk
平安好医生,5,此软件对老款手机支持度不高，6S及7使用非常困难，常常打不开，希望更新时考虑一下老手机的使用,希望优化一下，支持老手机,7.39.2,被骗的其中一个
平安好医生,1,好卡，赶紧优化下吧,好卡，卡得很，想看个直播都看不了,7.39.2,离忧勿离
平安好医生,3,切换页面卡,进app页面特别卡是什么原因,7.39.2,墨影无踪
平安好医生,1,可劲儿用吧 这种其实就是平安收集风险数据的东西,以后看你们那么多病还怎么买保险,7.39.1,这是一个特别好的VPN
平安好医生,1,Ios15 打开各种用不了,之前还能用 升级了系统就各种没反应了,7.39.1,杨超民
平安好医生,2,体验太差了 不顺畅,提交个保险单 验证码一直收不到 还卡 半天转不出来,7.39.1,yardi_
平安好医生,1,Webview用的挺垃圾的,一堆webview，连首页都加载不出来。,7.39.1,缤纷冷泪
平安好医生,1,忽悠人的一个应用,买药的券也不能用，支持一大堆药店，也不说药店名，导航给我定位到马路中间,7.39.1,一个好人1101
平安好医生,1,有点垃圾,现在改版了，问诊收费了，看处方也收费了，卸载了,7.39.0,后来2019
平安好医生,1,app特色也不大，说是集成服务，其实是集成保险和商城,凌晨的时候下载你们app，手机号登录的，然后大清早打电话来，你们的客服，能看到手机号注册时间，不会分析应该什么时候打电话吗？印象分一下子就拉低了，什么玩意服务质量,7.38.0,Selvatore1797
平安好医生,5,还可以吧 买的商业医疗险,分红类的保险更类似于理财,7.38.0,侠天辅情
平安好医生,1,没意义,没意义,7.38.0,123456765556
平安好医生,1,打不开,闪退啊！！！！,7.37.1,xinxinkun
平安好医生,1,功能变化太大,每次打开app首先用去寻找上次使用的功能在哪里，太垃圾,7.37.0,dvjob高海拔
平安好医生,1,非常垃圾的软件,我只能说非常的垃圾，改版还要收服务费？你是真缺钱啊，网络卡的用药记录都点不开，只能和医生聊天记录去看，垃圾垃圾，不要下载，避雷,7.37.0,Geoff_0ed5
平安好医生,2,垃圾，强制下载,以前健康理赔好好的，非要下一个新的app,7.37.0,我才是neverlive
平安好医生,1,垃圾软件，诱骗消费者,超差体验感,7.36.0,e颗树
平安好医生,1,垃圾软件，,平安的一款软件，东西非常贵质量不咋地,7.35.0,阿坝干活
平安好医生,1,严重影响了我的个人隐私 每天都发垃圾短信,垃圾软件价格还贵,7.35.0,董小姐家的猫
平安好医生,1,下载用不了，浪费我流量,下载了都不能用，什么软件,7.34.0,A水之清
平安好医生,1,5星都刷的吧,卖药死贵，体检卡比体检中心贵一倍，坑谁呢,7.34.0,？小先生！
平安好医生,1,忽悠送风扇，实际割韭菜,抽奖送我个风扇，送就送嘛，不管质量再差也是礼品嘛，结果还要收12运费，去购物平台一搜索，8，9块钱包邮的东西。无语了，马上卸载,7.34.0,钱钱777
平安好医生,1,体验非常差,第一次注册使用，因为媳妇怀孕问一下情况，进去挂了一个主治医师的号，然后点击之后直接弹到另一个窗口，在另一个窗口填完信息发现主治的号过号了，再挂就没有新人优惠了直接要50，我有这五十为什么不去医院挂一个呢，不能这么玩啊,7.33.0,DestinyGt1
平安好医生,1,商业APP就是商业，毕竟要挣钱,19.9还没说完就15分钟，还没开药得续费！回复的也不快，还是有病去医院找医生得了，麻烦也要去，比较这里面的是要挣钱！开的药也是贵的很，给我爸看过一次，用了800多，自己脚痛看了一次花了差不多400！,7.33.0,一枚山炮
平安好医生,1,请踏踏实实卖好保险,我有点急事问询，让朋友和家人一起问，成年人，给我推荐一个儿科医生，两个中医看舌苔？！？！ 别闹了。真的。玩什么？弄个app玩融资割韭菜！？这是医疗行业，没控陪你闹。,7.33.0,名动一时
平安好医生,1,千万别在上面买东西,商家服务态度差，虚假宣传,7.32.2,开了国会里年
平安好医生,1,一天发10个广告，可能我说的夸张了，但总不能天天给发吧。,发广告也得有个限度。,7.31.1,疯狂傻B
平安好医生,1,毫无用处,一点用都没有，处处想着购物赚钱，垃圾,7.31.1,五星好评拿豆豆
平安好医生,1,别下载，到处拉人头骗人的,垃圾，骗人的，根本不能提现,7.28.0,荷月小鑫子
平安好医生,1,体验感很差,我买个药等三四天都没到 别的不说 有的病肯定会耽误病情 真的体验感非常差 打客服电话也解决不了问题,7.28.0,@ghu
平安好医生,1,什么鬼APP,都是相互绑定赚取流量，下了也没什么实际的作用，还各种恶心的想要读取你手机里的文件,7.28.0,1548796434
平安好医生,1,垃圾！,根本无法买药！买了就自动退款！说什么处方不通过！然而又没人来给你开处方！能开处方的医生又说没药！太奇葩了！客服像机器人一样，说了都跟没说，解决不了问题！,7.28.0,妖精46
平安好医生,1,啥也不是,啥也不是，为了更改投保人信息下的，身份证照片一直审核不过，就说不清晰，退保也退不了,7.28.0,附带和h哈哈
平安好医生,1,真的太垃圾了,在线问诊，医生开具电子处方，药店告诉我没药了，就取消了我的订单，都不和我协调处理办法的； 第二，找在线客服投诉，根本不解决问题，回复超过一分钟； 第三，白白浪费了一次线上的问诊时间,7.28.0,Benny Mei
平安好医生,1,垃圾   不要下载,总之啥也不是,7.28.0,好事你
平安好医生,1,挂羊头，卖狗肉,此APP推销的时候还特意说，送的就是这种纸（还特意强调了，大包的是维达，就是拿着的这种）一包维达和一小包纸，买完了不让拿走，说是发货给送上去。样品就是让看看？拿着别人家的东西来推自己家的 ，开着保时捷去卖，然后发货大众？对这APP已经不抱希望了，前期推销都这么糊弄人，还能指望它好到哪里去，几块钱而已,7.28.0,尼。吗
平安好医生,1,差差差,账号登不进去，提示服务器开小差了，里面的东西点开都打不开，垃圾软件，应该下架,7.28.0,南山望隔海
平安好医生,1,一个卖药软件,每个医生问你两三句话就给你开药，根本没啥效果，,7.28.0,f l-l ck you
平安好医生,1,垃圾软件,搞个医学科普大赛，要网络投票，还捆绑式的要下载app才能投票，想钱想疯了吧,7.28.0,怎么样不重名呢
平安好医生,1,泄露信息快得不行,参加一个比赛，刚开始投票第一天，就有人已经获取我的电话打电话来问我要不要买投票，不考虑给个隔离的解释吗？,7.28.0,水怪出没
平安好医生,1,玩文字游戏骗人,太差劲了这个app！跟用户玩文字游戏，说是一个咨询健康的地方，一直都是买卖的信息，已绑定电话，就会无限轰炸给你发信息，关于买东西的，就有点诱导你买东西一样，实在是无语了，大家千万不要下载😒,7.28.0,下衬
平安好医生,1,拉,卖货的,7.28.0,欧阳你地带佛魔兔兔一下
平安好医生,1,没有最坑只有更坑 垃圾,赶紧下架吧 别坑人了,7.28.0,梦之竹语
平安好医生,1,拼多多都比你好，废物,真的是一星都不想给，坑人软件 幸幸苦苦给他拉新人，结果后面给我显示账户异常 真的是玩不起就不要玩，什么逼玩意,7.27.0,不要名字，懂吗
平安好医生,1,邀请人活动就是骗人,邀请了9个人最后不让体现，垃圾软件，说什么网络环境，地理位置限制异常，得到的钱一星期作废，给我账号封一个月,7.27.0,就看看看lo
平安好医生,1,垃圾软件,垃圾软件千万别下载,7.27.0,如何使用啊，大佬们
平安好医生,1,提现不到账,垃圾,7.27.0,规划法规结果
平安好医生,5,运动奖励,运动奖励得的积分还在原来app里，我已兑换礼品,7.27.0,一叶叶叶惊秋
平安好医生,1,垃圾软件,垃圾软件，搞不了就别发起活动，搞了活动送健康金又一直点击不了，总显示活动火爆下次再试，简直是恶心的要死，玩不起就滚好吗？垃圾垃圾，平安真是贱,7.27.0,9999999黑寡妇吐艳
平安好医生,1,垃圾,垃圾，越来越坑人了！下的APP倒是挺多的，没几个数据是兼容的！,7.27.0,17年平安老客户
平安好医生,1,说实话吧,使用感受最考验耐性、最锻炼头脑及心理承受能力的一款app,7.26.1,没名不成对吧
平安好医生,1,之前平安健康保险app的走路奖励一下全没了,没什么好说的，好不容易攒下来的健康金，一说变更就变更了，还不转移用户积分。找人工客服从排队十几位到第三位，到后面直接说客服全忙，够忽悠人的。,7.26.1,使用过的腻橙
平安好医生,1,忽悠的玩意,太垃圾了，完全没有体验感，都是忽悠人的玩意！,7.26.1,使命召唤的忠实玩家
平安好医生,5,很不错的软件,是一款手机必备软件，足不出户就可以看医生，两全其美，很全面的讲解，保证你的健康，不错的选择,7.26.1,爱哭的看到那边
平安好医生,5,医疗app,很好的医疗app.很专业，希望你们越办越好，,7.26.1,噶胡488
平安好医生,5,医疗,很专业的医疗软件，希望越办越好，你也下载一个试试,7.26.1,110部门
平安好医生,1,千万别相信这个垃圾软件,大家别上当了 以搞活动的名义拉人头 又不想给钱 提现是不可能到账的 不是提现失败就行账户异常 或者是其他理由 总之是提不了钱的 里面说到账的都是的托 连个提现记录也没有 到那申诉也没用 找客服也都是机器人,7.26.1,天鹅传说
平安好医生,5,挺不错的健康软件,挺不错的一款健康软件，里面信息比较多，问诊的话想对比较方便，适合各个年龄段的人使用,7.26.1,孙超加油
平安好医生,5,很不错的软件,平安健康真的很不错，网上就可以找到很多医生，省去了去医院的时间，真的很方便,7.26.0,额额额达
平安好医生,5,很好,里面有专业的医疗服务 什么问题都可以解决 非常好的一个软件 平时上医院还得花钱排队 在这里都不用 非常方便,7.26.0,据look
平安好医生,1,垃圾平台,垃圾玩意，赶紧下架，天天逼迫着员工内销，里面的东西有贵又没用,7.26.0,请平台监管
平安好医生,5,好,这是一款非常实用的软件，可以买药，物流配送特别快，有什么问题还可以咨询，,7.26.0,既能顶你
平安好医生,5,一份保障，一份安心,一款寻医问药的软件，免费咨询，续约挂号，特别方便，不用出门就可在线预约专家号。专家在线答疑解惑。,7.26.0,小粗甜甜
平安好医生,1,垃圾,真的是一个欺骗消费者的软件大家千万别下载气死人,7.26.0,平安健康垃圾
平安好医生,5,专业值得信赖的在线诊疗APP,太方便了，这款APP上有各个大型三甲医院的医生，线上坐诊，诊断很专业，买药也比医院和药店便宜，还能网上购买保险保平安！,7.26.0,Nomad哈哈哈
平安好医生,5,值得推荐,这款app太好用了 便民服务不说 还真有医疗咨询 真心错 各位不要错过了哦,7.26.0,叫爸爸打姐姐
平安好医生,5,非常好的app,这款app很棒，实用，大家下载可以看一下，可以买药,7.25.0,🐠.
平安好医生,5,好平台,平安的平台很多针对性也很强，每个都很不错，确实能帮助到大家，买药等服务等服务做得确实是不错👍！,7.25.0,Xiao鲤鱼爱之家
平安好医生,5,很好的app,这个app非常的好用，希望大家都可以来试一试这个软件，有很好的服务，值得一试。,7.25.0,咩基地哦一家里
平安好医生,5,很实用的一款软件,这是一款很不错的软件，在上面可以买各种药，不懂的可以问客服，值得信赖,7.25.0,就我一句
平安好医生,5,很好用的软件,这是一款很好用的软件，有非常好的体验，登陆也非常方便，得到很好的保障,7.25.0,淑婷一L
平安好医生,1,差评,破软件，发个活动给不起钱就封号，要是发不起就不要发，发完了封号，客服态度也不好，这叫啥，劝大家换个软件，这种垃圾没啥用,7.25.0,虐虐？
平安好医生,5,很不错,问诊买药dou方便,7.25.0,此昵称也被使用
平安好医生,5,值得推荐,一款非常不错的软件值得推荐和信赖！,7.25.0,你说不合适就不是也不得不
平安好医生,1,服务特别差，买东西不发货,服务特别差，买东西，不发货 买的菊花茶，跟我说，北京两会不让发货,7.25.0,黄金磊磊
平安好医生,5,这个软件很不错,平安健康这个软件真的很不错 软件里功能很全 看病买药 还可以在线问诊 里面有很多的专家给你专业的解答 不错哦👍👍👍,7.25.0,宝3285
平安好医生,5,好用,非常好的一款app，不仅可以专业的医生看病，还可以在里面买到相关的药品，非常的实用，非常适合宅在家里的人！,7.25.0,Feiyang啊啊啊啊啊
平安好医生,1,垃圾软件,都是诈骗犯,7.25.0,暧昧小雨
平安好医生,5,平安健康平台好,看医难，挂号难，这在医院已不是新闻。平安健康平台的推出解决了这个问题，深受老百姓欢迎。,7.25.0,野趣拾者
平安好医生,1,垃圾东西,垃圾东西，都没人买，强制平安自己员工卖，卖不出去就得自己花钱买，每个月都要买好几百块钱的，全是平安自己员工给买上市的,7.25.0,一个平安员工
平安好医生,5,方便快捷,平安健康，很不错啊，既有专业的医生可以在线咨询，又可以网上直接买药，特别方便快捷。,7.25.0,秦磊丽美好
平安好医生,5,中午上线了，开心，继续支持,拉拉,7.25.0,put葡萄
平安好医生,1,垃圾,垃圾的一批，不能用，草斤斤计较经济斤斤计较斤斤计较斤斤计较斤斤计较了,7.25.0,我的刚
平安好医生,5,健康管家,这是一款非常好用的手机软件，原来叫平安好医生现在更名为平安健康了，是一款健康类的手机软件你的私人健康管理专家,7.25.0,蔓珠沙华1999
平安好医生,5,挺好用的,这款app确实挺好用挺方便的，为了自己和家人的健康，一起行动起来，从你我做起，为大家的健康保驾护航！,7.25.0,我们一起在食堂买
平安好医生,5,很实用的软件,自下载本软件使用后，信息量大，实用性强，使用方便，服务好，是很实用的软件,7.25.0,碎石01234
平安好医生,1,健康商城点击没反应,实在太难用了,7.25.0,京东校园生态
平安好医生,1,充话费一直退款,大家别信充话费那个活动，充不进去,7.25.0,今天xidjjd
平安好医生,5,实用的一款软件,这款软件相当实用且便民，内容简单易懂，谁用谁就能知道，保平安保健康,7.25.0,玫瑰金c
平安好医生,3,煎汤不换药,谁信谁就是个大傻自，骗子！,7.25.0,免费提供高手！
平安好医生,1,搞笑app,都是平安员工买的，强制让我们卖产品 卖不出去就自己买.,7.25.0,酒馆里的老酒鬼
平安好医生,5,24小时在线咨询，真的很方便,自己用也推荐给大家用，问诊买药很方便,7.25.0,科举具备挂号费开发局看
平安好医生,5,好用,发现很好用，改善了不少,7.24.2,啦啦啦，字母君
平安好医生,1,假的，红包也是假的，连红包都造假我还会信你药是真的？别把我毒死,假的，千万别下载,7.24.2,uzi.48858
平安好医生,5,问诊开药还是很方便的,最近用过这个app，发现还是挺方便的,7.24.2,小胖子乖囡
平安好医生,5,平安健康就是平安好医生,一如既往地的好用！,7.24.2,Andyheliq
平安好医生,1,垃圾软件，卡得要死,软件自动重启,7.24.1,王德发77777
平安好医生,5,挺方便的,平安好医生更名为平安健康了，还挺好用的，调理身体,7.24.1,huihui993
平安好医生,5,体验很棒,春节暴饮暴食吃坏了肚子，于是在平安健康App上咨询医生。医生给了我很好的建议，也开了处方药。送药很快，吃了后很快就恢复。,7.24.1,现在越来越不行
平安好医生,5,就是 平安好医生,终于找到了苹果版的好医生。等了好久终于来了,7.24.1,DennisYUHD
京东健康,1,虚假宣传,垃圾,9.1.6,###～¥
京东健康,1,活动欺骗,说是下载app给免单卡，下载完平台客服直接说没这个事情，用虚假活动引导下载app直接差评,9.1.6,威俊1
京东健康,1,欺骗用户,搞得什么快乐减重结果是欺骗用户的,9.1.2,aa暴躁老兵
京东健康,1,就是为了推广骗人,骗人参加活动，消费完了不兑现,9.1.2,放马过来？
京东健康,5,专业实用的健康APP,非常专业，有问诊、买药、健康管理，还有专业的AI，信任京东，有用,9.1.2,Chris Lanbo
京东健康,1,活动引诱拉新用户 然后不兑现,很会甩锅客服。差评,9.1.0,京东健康拉爆
京东健康,1,玩不起就别玩,四月份参与线上的减重，到今天4.10号体重秤都没发货，4.18就已经开始参与抽黄金了，不想我们参加就别搞，搞了就好好弄，现在是什么情况，客服催了几次也没用,9.0.8,滚蛋🥚啊
京东健康,1,减重活动推广真垃圾,真是垃圾的推广活动，骗拉新。最后一步不给通过，不想做活动就不要搞，这种行径令人厌恶。,9.0.8,ｋａｓｔｅｒ
京东健康,1,靠活动引流的烂app,完全靠活动引流，活动完成难度还极高，玩不起又想白嫖流量，吃相难看,9.0.8,ewwwwwwwjjjjjjj
京东健康,1,玩不起,搞个减重活动非要让下载这个APP，又不给足够的参加名额，好恶心,9.0.8,jsjhdhduid
京东健康,1,体验不好,"天天各种形式骗人下载APP,现在手机空间有限，能一个APP涵盖的功能，搞这么多干啥？",9.0.6,sappho999
京东健康,5,京东健康app,非常好用的app界面清晰简洁,9.0.2,哈哈刚刚给35
京东健康,5,问诊很方便,身体不舒服可以直接线上问医生，医生响应速度很快，问了很多问题，回答的也很有耐心,9.0.2,时间好像好像就是中国官方消息并不是帮上半年地方
京东健康,5,终于能看懂体检报告了,体检报告再也不用瞎猜了！拍照上传就能解析，异常指标标得清清楚楚，大白话讲明白原因和注意事项，不夸大不吓人，日常调理建议很实用，对普通人太友好了。,9.0.2,木易小饕
京东健康,5,专业可靠的健康管理助手,在线问诊快速响应，药品购买配送准时，健康档案，还可以体检预约，使用很方便，满足家庭的健康需求。圈子还有养生，瘦身等科普知识～,9.0.2,高兴兴兴兴呀
京东健康,5,良心app,每个人必不可少的一款健康守护软件,9.0.2,kiko1号
京东健康,5,推荐一下,优化后体验提升了不少，买药问医都更方便了，有一次着急用药，下单几分钟就到了，简直太方便了，还有体检、医美等各种服务，京东还是全面,9.0.2,cherryyq
京东健康,5,方便智能，体验丝滑,买药问诊都方便，配送超级快，日常用方便省心，线上问医生很及时，药品齐全，体验不错,9.0.2,邓春凯
京东健康,5,好好好,京东健康app真的很方便！药品齐全，配送速度快，在线问医功能也很专业，解决了日常小病不敢去医院的烦恼，赞！,9.0.2,鱼鱼乌啊啊啊啊啊
京东健康,5,推荐家里有老人的都下一个,比阿福专业多了，亲测好用，可以找个问题对比测试一下就很明显。,9.0.2,noahhsu
京东健康,5,全家健康叫交给它app,一个app能守护全家人健康，买药问诊等都特别方便，全家有啥健康问题都能在这里问到。买药不到半小时就能送到。非常推荐大家下载。,9.0.2,xia.xia.a
京东健康,5,体验拉满了,AI问症状非常清晰的建议，在京东健康从问诊到买药流程很丝滑，晚上急用的发烧药9分钟就送到了，顶！,9.0.2,阿逸呀逸
京东健康,5,新版本确实好用,界面简洁 适用性强 有内容 还有AI,9.0.2,Dream(*^_^*)
